target_quantile,n_test,target_min,target_max,mae,rmse,mean_error,median_absolute_error
Q1,78,0.0004312389,0.002321532,0.30793852483495876,0.3456936126353483,-0.30793852483495876,0.273457482137851
Q2,78,0.002335878,0.0166027,0.47643439398603876,0.536303145185482,-0.47643439398603876,0.3899732934835791
Q3,78,0.01666989,0.132606,0.6772787819019798,0.7786483378218875,-0.674585361254688,0.6321421407304709
Q4,78,0.1397933,38.42308,2.69217121074082,4.726322560690547,0.20461255912461873,1.2540199813269597
