selected_model,baseline_model,baseline_prediction_rule,selected_mae,baseline_mae,delta_mae_selected_minus_baseline,selected_rmse,baseline_rmse,delta_rmse_selected_minus_baseline,selected_beats_baseline,professor_interpretation
elastic_net_alpha_1_l1_0.2,country_last_pretest_holdconstant,country latest observed train+validation target held constant,1.0384557278659492,0.3118602401339744,0.7265954877319748,2.416171730187962,1.5534402797740023,0.8627314504139596,False,The feature-only model trails this historical baseline on test MAE; do not claim that external predictors beat national historical persistence.
elastic_net_alpha_1_l1_0.2,country_train_validation_mean,"country mean target through validation period, global fallback",1.0384557278659492,0.6794167908354009,0.35903893703054834,2.416171730187962,3.313285418784909,-0.8971136885969471,False,The feature-only model trails this historical baseline on test MAE; do not claim that external predictors beat national historical persistence.
elastic_net_alpha_1_l1_0.2,global_train_validation_mean,constant mean of train+validation targets,1.0384557278659492,1.543124173267155,-0.5046684454012058,2.416171730187962,4.136773023191855,-1.7206012930038934,True,"The feature-only model beats this historical baseline on test MAE; still interpret the result as predictive association, not causality."
