robustness_id,robustness_label,target_column,lag_suffix,comparison_role,panel_role,best_model,rows,countries,feature_columns,train_year_start,train_year_end,validation_year_start,validation_year_end,test_year_start,test_year_end,validation_mae,validation_rmse,test_mae,test_rmse,test_oos_r2_vs_train_mean,test_spearman,n_test,best_historical_baseline_model,best_historical_baseline_mae,delta_test_mae_selected_minus_best_history,beats_best_historical_baseline,selection_rule
robust_main_share_lag1,Share target with common-sample lag1 predictors,env_patent_share_inventions,lag1,common_sample_lag1_timing,robustness_timing,elastic_net_alpha_1_l1_0.2,2612,174,9,1999,2018,2019,2020,2021,2023,0.7952943627130686,1.802453380553402,1.0262450041607407,2.371094834281715,0.6714701855125939,0.8316394171556344,312,country_last_pretest_holdconstant,0.3118602401339744,0.7143847640267663,False,lowest_validation_mae_then_rmse_then_model_name
robust_main_share_lag1_3_mean,Share target with lag1-3 mean predictors,env_patent_share_inventions,lag1_3_mean,primary_specification,robustness_primary_anchor,elastic_net_alpha_1_l1_0.2,2612,174,9,1999,2018,2019,2020,2021,2023,0.808687243765443,1.804720685185077,1.0384557278659492,2.416171730187962,0.6588600848860342,0.8382202193375337,312,country_last_pretest_holdconstant,0.3118602401339744,0.7265954877319748,False,lowest_validation_mae_then_rmse_then_model_name
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,env_patent_share_inventions,lag1_3_mean,skew_transformed_main_predictors,robustness_transform,lasso_alpha_1,2612,174,9,1999,2018,2019,2020,2021,2023,1.381818539524929,2.947858117341398,1.5410014724338992,3.8596217027987967,0.1295047226544167,0.81072898687763,312,country_last_pretest_holdconstant,0.3118602401339744,1.229141232299925,False,lowest_validation_mae_then_rmse_then_model_name
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,env_patents_per_million,lag1,alternative_target_common_sample_lag1,robustness_target_timing,elastic_net_alpha_1_l1_0.8,2604,169,9,1999,2018,2019,2020,2021,2023,8.076238084600247,15.439631591578856,7.541364936594562,15.48828777335682,0.197014767466129,0.8714055532419461,312,country_train_validation_mean,2.572789706625659,4.968575229968902,False,lowest_validation_mae_then_rmse_then_model_name
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,env_patents_per_million,lag1_3_mean,alternative_target,robustness_target,elastic_net_alpha_1_l1_0.8,2604,169,9,1999,2018,2019,2020,2021,2023,8.155529632348745,15.311357505979998,7.70948162734486,15.466986964579904,0.19922191567266578,0.8754760130513909,312,country_train_validation_mean,2.572789706625659,5.136691920719201,False,lowest_validation_mae_then_rmse_then_model_name
