country_code,country_name,year,env_patent_share_inventions,eps_index_lag1,eps_index_lag1_3_mean
ISR,Israel,2008,0.874624,0.47222221,0.47222221
ISR,Israel,2009,0.6287217,0.47222221,0.47222221
ISR,Israel,2010,0.5349944,1.3055556,0.7500000066666667
ISR,Israel,2011,0.5857347,1.3888888,1.0555555366666667
ISR,Israel,2012,0.6976019,1.4722222,1.3888888666666668
ISR,Israel,2013,0.4893586,1.3888888,1.4166666
ISR,Israel,2014,0.5051192,1.2222222,1.3611110666666668
ISR,Israel,2015,0.5624872,0.55555558,1.0555555266666667
ISR,Israel,2016,0.661428,0.6111111,0.7962962933333334
ISR,Israel,2017,0.608999,0.6111111,0.5925925933333334
ISR,Israel,2018,0.476835,0.77777779,0.6666666633333334
ISR,Israel,2019,0.4403036,0.8611111,0.7499999966666667
ISR,Israel,2020,0.4784669,0.8611111,0.83333333
ISR,Israel,2021,0.4227123,1.0833334,0.9351851999999999
ITA,Italy,1993,2.013549,1.5833334,1.5648148666666666
ITA,Italy,1994,1.926746,1.3333334,1.4722222666666667
ITA,Italy,1995,1.728512,1.3333334,1.4166667333333332
ITA,Italy,1996,1.679182,1.4166666,1.3611111333333332
ITA,Italy,1997,1.665295,1.4166666,1.3888888666666668
ITA,Italy,1998,1.732955,1.3333334,1.3888888666666668
ITA,Italy,1999,1.538604,1.5833334,1.4444444666666667
ITA,Italy,2000,1.65003,1.5,1.4722222666666667
ITA,Italy,2001,1.796036,1.7777778,1.6203703999999999
ITA,Italy,2002,1.612608,1.7777778,1.6851852
ITA,Italy,2003,1.96206,1.9166666,1.8240740666666666
ITA,Italy,2004,1.651439,1.9166666,1.8703703333333335
ITA,Italy,2005,1.594912,1.9722222,1.9351851333333334
ITA,Italy,2006,1.678236,2.2222223,2.037037033333333
ITA,Italy,2007,1.774472,3.1388888,2.4444444333333335
ITA,Italy,2008,1.871724,2.9722223,2.7777778000000004
ITA,Italy,2009,1.908739,3.0833333,3.0648148
ITA,Italy,2010,1.603133,3.2777777,3.1111111
ITA,Italy,2011,1.527872,3.4722223,3.2777777666666665
ITA,Italy,2012,1.588352,3.5,3.4166666666666665
ITA,Italy,2013,1.419893,3.5833333,3.5185185333333333
ITA,Italy,2014,1.419779,3.6666667,3.5833333333333335
ITA,Italy,2015,1.54462,4.0,3.75
ITA,Italy,2016,1.4648,4.0555553,3.9074073333333335
ITA,Italy,2017,1.441261,4.0555553,4.037036866666667
ITA,Italy,2018,1.347543,4.0555553,4.0555553
ITA,Italy,2019,1.455553,3.7777777,3.9629627666666667
ITA,Italy,2020,1.487068,3.75,3.8611109999999997
ITA,Italy,2021,1.366383,3.7222223,3.75
JPN,Japan,1993,31.45386,1.5833334,1.5833334
JPN,Japan,1994,29.56324,1.5833334,1.5833334
JPN,Japan,1995,33.42287,1.6388888,1.6018518666666666
JPN,Japan,1996,33.14292,1.75,1.6574074
JPN,Japan,1997,32.28326,1.9444444,1.7777777333333333
JPN,Japan,1998,31.82412,1.9444444,1.8796296000000001
JPN,Japan,1999,32.74353,2.1111112,2.0
JPN,Japan,2000,33.89989,2.6111112,2.2222222666666664
JPN,Japan,2001,33.77959,2.6944444,2.4722222666666664
JPN,Japan,2002,32.46822,2.6944444,2.6666666666666665
JPN,Japan,2003,33.26069,2.6944444,2.6944444
JPN,Japan,2004,31.63865,2.75,2.7129629333333334
JPN,Japan,2005,29.93355,3.0277777,2.8240740333333334
JPN,Japan,2006,27.42674,3.0277777,2.935185133333333
JPN,Japan,2007,26.02139,2.9722223,3.0092592333333332
JPN,Japan,2008,23.21695,3.0555556,3.0185185333333333
JPN,Japan,2009,22.33887,3.0,3.0092593
JPN,Japan,2010,24.26209,3.1111112,3.0555556
JPN,Japan,2011,25.00495,3.2222221,3.1111111
JPN,Japan,2012,23.80076,3.4166667,3.25
JPN,Japan,2013,22.56206,4.0555553,3.5648147
JPN,Japan,2014,22.95693,3.8333333,3.7685184333333335
JPN,Japan,2015,22.58677,3.8333333,3.9074073000000005
JPN,Japan,2016,21.60257,3.7222221,3.7962962333333334
JPN,Japan,2017,22.01572,3.9444444,3.8333332666666666
JPN,Japan,2018,22.19602,3.8888888,3.8518517666666665
JPN,Japan,2019,20.25395,3.6111112,3.8148148
JPN,Japan,2020,17.60094,3.7777777,3.7592592333333332
JPN,Japan,2021,18.32637,3.7777777,3.7222221999999996
KOR,Korea,1993,1.738668,0.33333334,0.25000000533333333
KOR,Korea,1994,1.824269,0.33333334,0.33333334
KOR,Korea,1995,1.958151,0.33333334,0.33333334
KOR,Korea,1996,3.133381,0.33333334,0.33333334
KOR,Korea,1997,2.89369,0.75,0.4722222266666667
KOR,Korea,1998,2.814015,0.75,0.6111111133333333
KOR,Korea,1999,3.056569,0.75,0.75
KOR,Korea,2000,3.007283,0.83333331,0.77777777
KOR,Korea,2001,3.339515,0.8888889,0.82407407
KOR,Korea,2002,3.673555,0.8888889,0.87037037
KOR,Korea,2003,4.887041,1.3888888,1.0555555333333333
KOR,Korea,2004,7.271523,1.8055556,1.3611110999999998
KOR,Korea,2005,7.762518,2.2222223,1.8055555666666667
KOR,Korea,2006,7.558676,3.1388888,2.3888889
KOR,Korea,2007,6.720601,3.3055556,2.8888889
KOR,Korea,2008,7.318363,3.3055556,3.25
KOR,Korea,2009,9.315892,3.1388888,3.25
KOR,Korea,2010,9.919116,3.3055556,3.25
KOR,Korea,2011,9.851159,3.3888888,3.2777777333333336
KOR,Korea,2012,10.36707,3.6111112,3.4351852
KOR,Korea,2013,11.49092,3.0,3.3333333333333335
KOR,Korea,2014,12.04732,3.0,3.203703733333333
KOR,Korea,2015,11.49919,2.8333333,2.944444433333333
KOR,Korea,2016,12.33437,2.9444444,2.9259258999999997
KOR,Korea,2017,11.03141,3.0,2.9259258999999997
KOR,Korea,2018,11.02991,3.0,2.9814814666666667
KOR,Korea,2019,11.32337,3.1111112,3.0370370666666666
KOR,Korea,2020,12.25406,3.1666667,3.0925926333333336
KOR,Korea,2021,13.81879,3.1666667,3.1481482
LUX,Luxembourg,1993,0.05142938,1.2222222,1.1851851333333334
LUX,Luxembourg,1994,0.07244072,1.2777778,1.2222222
LUX,Luxembourg,1995,0.05471548,1.5277778,1.3425926
LUX,Luxembourg,1996,0.06257822,1.5277778,1.4444444666666667
LUX,Luxembourg,1997,0.05624143,1.5277778,1.5277778
LUX,Luxembourg,1998,0.1332071,1.5277778,1.5277778
LUX,Luxembourg,1999,0.08689607,1.5277778,1.5277778
LUX,Luxembourg,2000,0.09436288,1.5277778,1.5277778
LUX,Luxembourg,2001,0.06450573,1.7222222,1.5925926
LUX,Luxembourg,2002,0.05144302,1.8055556,1.6851852
LUX,Luxembourg,2003,0.03390159,2.3888888,1.9722222
LUX,Luxembourg,2004,0.05583351,2.4722223,2.2222222333333335
LUX,Luxembourg,2005,0.05772587,2.4722223,2.4444444666666665
LUX,Luxembourg,2006,0.07063695,2.4166667,2.4537037666666666
LUX,Luxembourg,2007,0.03478483,2.6388888,2.509259266666667
LUX,Luxembourg,2008,0.03312922,2.5555556,2.5370370333333336
LUX,Luxembourg,2009,0.04321662,2.8888888,2.6944444
LUX,Luxembourg,2010,0.0370685,2.9166667,2.7870370333333336
LUX,Luxembourg,2011,0.05688616,2.9444444,2.9166666333333335
LUX,Luxembourg,2012,0.03305817,3.75,3.2037037
LUX,Luxembourg,2013,0.02135371,3.8055556,3.5
LUX,Luxembourg,2014,0.03525845,3.8055556,3.7870370666666666
LUX,Luxembourg,2015,0.03452657,3.8888888,3.8333333333333335
LUX,Luxembourg,2016,0.03240416,3.8888888,3.8611110666666666
LUX,Luxembourg,2017,0.02281878,3.9444444,3.9074073333333335
LUX,Luxembourg,2018,0.0331322,3.8888888,3.9074073333333335
LUX,Luxembourg,2019,0.04324565,3.9444444,3.9259258666666668
LUX,Luxembourg,2020,0.04007964,4.1666665,3.9999999
LUX,Luxembourg,2021,0.05029986,4.2222223,4.111111066666667
MEX,Mexico,1993,0.04256225,0.055555556,0.018518518666666667
MEX,Mexico,1994,0.03180324,0.1388889,0.06481481866666668
MEX,Mexico,1995,0.0331609,0.72222221,0.3055555553333333
MEX,Mexico,1996,0.04320877,0.6111111,0.4907407366666667
MEX,Mexico,1997,0.05486969,0.55555558,0.62962963
MEX,Mexico,1998,0.1079545,0.6111111,0.5925925933333334
MEX,Mexico,1999,0.1034063,0.97222221,0.7129629633333333
MEX,Mexico,2000,0.03983157,1.0277778,0.87037037
MEX,Mexico,2001,0.09514594,0.91666669,0.9722222333333334
MEX,Mexico,2002,0.0930334,0.97222221,0.9722222333333334
MEX,Mexico,2003,0.07522924,0.97222221,0.9537037033333333
MEX,Mexico,2004,0.1015155,0.91666669,0.9537037033333333
MEX,Mexico,2005,0.09410659,0.80555558,0.89814816
MEX,Mexico,2006,0.09438558,0.80555558,0.8425926166666667
MEX,Mexico,2007,0.09993385,0.75,0.7870370533333334
MEX,Mexico,2008,0.1208415,0.75,0.7685185266666666
MEX,Mexico,2009,0.06851415,0.75,0.75
MEX,Mexico,2010,0.1220583,0.80555558,0.7685185266666666
MEX,Mexico,2011,0.1246022,0.75,0.7685185266666666
MEX,Mexico,2012,0.1100337,0.75,0.7685185266666666
MEX,Mexico,2013,0.08618435,1.25,0.9166666666666666
MEX,Mexico,2014,0.1347656,1.4166666,1.1388888666666668
MEX,Mexico,2015,0.09284125,1.4722222,1.3796296000000001
MEX,Mexico,2016,0.121704,1.4722222,1.4537036666666667
MEX,Mexico,2017,0.1253779,1.4722222,1.4722222
MEX,Mexico,2018,0.1087498,1.4722222,1.4722222
MEX,Mexico,2019,0.08576889,1.4722222,1.4722222
MEX,Mexico,2020,0.08798128,1.5833334,1.5092592666666667
MEX,Mexico,2021,0.08141485,1.5833334,1.5462963333333333
NLD,Netherlands,1993,1.220118,1.5555556,1.5555556
NLD,Netherlands,1994,1.378141,1.5555556,1.5555556
NLD,Netherlands,1995,1.337047,1.6111112,1.5740741333333332
NLD,Netherlands,1996,1.650873,1.4444444,1.5370370666666666
NLD,Netherlands,1997,1.501372,1.3888888,1.4814814666666667
NLD,Netherlands,1998,1.442551,1.4444444,1.4259258666666668
NLD,Netherlands,1999,1.346563,1.5,1.4444444
NLD,Netherlands,2000,1.363188,1.4444444,1.4629629333333334
NLD,Netherlands,2001,1.255084,1.5555556,1.5
NLD,Netherlands,2002,1.262272,1.7222222,1.5740740666666666
NLD,Netherlands,2003,1.262315,1.611111,1.6296296000000001
NLD,Netherlands,2004,1.1981,1.7777778,1.7037036666666667
NLD,Netherlands,2005,1.171611,1.8055556,1.7314814666666667
NLD,Netherlands,2006,1.251801,2.75,2.1111111333333334
NLD,Netherlands,2007,1.327031,2.7777777,2.444444433333333
NLD,Netherlands,2008,1.390091,2.7777777,2.7685184666666665
NLD,Netherlands,2009,1.440768,3.2222223,2.9259258999999997
NLD,Netherlands,2010,1.175554,3.5555556,3.1851852
NLD,Netherlands,2011,1.270733,3.75,3.5092593
NLD,Netherlands,2012,1.204546,3.1666667,3.4907407666666668
NLD,Netherlands,2013,1.175608,3.1388888,3.3518518333333334
NLD,Netherlands,2014,1.159986,3.0555556,3.1203703666666667
NLD,Netherlands,2015,1.249586,3.1111112,3.101851866666667
NLD,Netherlands,2016,1.220695,3.1944444,3.1203704
NLD,Netherlands,2017,1.080668,3.3333333,3.2129629666666664
NLD,Netherlands,2018,1.07995,3.1111112,3.2129629666666664
NLD,Netherlands,2019,1.051283,3.5,3.314814833333333
NLD,Netherlands,2020,1.049749,3.4722223,3.361111166666667
NLD,Netherlands,2021,0.8459405,3.4722223,3.4814815333333335
NOR,Norway,1993,0.2642406,1.5277778,0.9722222333333334
NOR,Norway,1994,0.3374678,1.5833334,1.3425926299999997
NOR,Norway,1995,0.3133705,1.4166666,1.5092592666666667
NOR,Norway,1996,0.3680196,1.5277778,1.5092592666666667
NOR,Norway,1997,0.3799726,1.5277778,1.4907407333333333
NOR,Norway,1998,0.4232323,1.4166666,1.4907407333333333
NOR,Norway,1999,0.3226017,1.4166666,1.4537036666666667
NOR,Norway,2000,0.3395167,1.3611112,1.3981481333333334
NOR,Norway,2001,0.3005788,1.6388888,1.4722222
NOR,Norway,2002,0.3234807,1.5277778,1.5092592666666667
NOR,Norway,2003,0.3156076,2.3611112,1.8425926
NOR,Norway,2004,0.3347836,2.25,2.0462963333333333
NOR,Norway,2005,0.3499799,2.25,2.2870370666666666
NOR,Norway,2006,0.3501401,2.4722223,2.3240741000000003
NOR,Norway,2007,0.4164162,2.4722223,2.3981482
NOR,Norway,2008,0.3769784,2.8055556,2.5833334000000003
NOR,Norway,2009,0.441557,2.9722223,2.750000066666667
NOR,Norway,2010,0.3431544,3.6666667,3.1481482
NOR,Norway,2011,0.3247007,3.6666667,3.4351852333333333
NOR,Norway,2012,0.2850864,3.7222223,3.6851852333333333
NOR,Norway,2013,0.2345061,3.6666667,3.6851852333333333
NOR,Norway,2014,0.1655188,3.6666667,3.6851852333333333
NOR,Norway,2015,0.2164717,3.7222223,3.6851852333333333
NOR,Norway,2016,0.2122096,3.7222223,3.7037037666666666
NOR,Norway,2017,0.2555919,3.7222223,3.7222223
NOR,Norway,2018,0.2867209,3.7222223,3.7222223
NOR,Norway,2019,0.298674,3.8333333,3.7592593
NOR,Norway,2020,0.3286207,3.8888888,3.8148148
NOR,Norway,2021,0.2947056,3.9444444,3.888888833333333
NZL,New Zealand,1993,0.1667021,0.22222222,0.24074074333333337
NZL,New Zealand,1994,0.2014205,0.22222222,0.22222222
NZL,New Zealand,1995,0.2636291,0.22222222,0.22222222
NZL,New Zealand,1996,0.2011443,0.22222222,0.22222222
NZL,New Zealand,1997,0.1934156,0.22222222,0.22222222
NZL,New Zealand,1998,0.1565657,0.22222222,0.22222222
NZL,New Zealand,1999,0.1216545,0.30555555,0.2499999966666667
NZL,New Zealand,2000,0.1128561,0.30555555,0.27777777333333337
NZL,New Zealand,2001,0.2212905,0.30555555,0.30555555
NZL,New Zealand,2002,0.1229401,0.30555555,0.30555555
NZL,New Zealand,2003,0.16749,0.30555555,0.30555555
NZL,New Zealand,2004,0.1580741,0.30555555,0.30555555
NZL,New Zealand,2005,0.1471338,0.30555555,0.30555555
NZL,New Zealand,2006,0.1823773,0.30555555,0.30555555
NZL,New Zealand,2007,0.1821056,0.30555555,0.30555555
NZL,New Zealand,2008,0.1503639,0.6388889,0.4166666666666667
NZL,New Zealand,2009,0.1912715,0.80555558,0.5833333433333333
NZL,New Zealand,2010,0.1398429,0.8888889,0.7777777933333333
NZL,New Zealand,2011,0.149507,0.83333331,0.8425925966666666
NZL,New Zealand,2012,0.1378506,0.83333331,0.85185184
NZL,New Zealand,2013,0.1258138,0.77777779,0.8148148033333333
NZL,New Zealand,2014,0.2041464,0.77777779,0.7962962966666667
NZL,New Zealand,2015,0.1193633,0.77777779,0.77777779
NZL,New Zealand,2016,0.08044522,0.77777779,0.77777779
NZL,New Zealand,2017,0.107825,0.83333331,0.7962962966666667
NZL,New Zealand,2018,0.0565176,0.83333331,0.8148148033333333
NZL,New Zealand,2019,0.09786074,0.83333331,0.83333331
NZL,New Zealand,2020,0.1008456,0.83333331,0.83333331
NZL,New Zealand,2021,0.08180176,0.83333331,0.83333331
POL,Poland,1993,0.06739023,0.58333331,0.5648148033333333
POL,Poland,1994,0.06360649,0.6388889,0.5833333333333334
POL,Poland,1995,0.009948269,0.6388889,0.62037037
POL,Poland,1996,0.09461232,0.75,0.6759259333333333
POL,Poland,1997,0.07064472,0.75,0.7129629666666667
POL,Poland,1998,0.05871212,0.75,0.75
POL,Poland,1999,0.07320994,0.80555552,0.7685185066666667
POL,Poland,2000,0.07492129,0.80555552,0.7870370133333333
POL,Poland,2001,0.1039259,1.1388888,0.9166666133333333
POL,Poland,2002,0.1233761,1.2777778,1.07407404
POL,Poland,2003,0.07668217,1.2777778,1.2314814666666667
POL,Poland,2004,0.1446596,1.2777778,1.2777778
POL,Poland,2005,0.09021345,1.3333334,1.2962963333333333
POL,Poland,2006,0.09712581,2.0833333,1.5648148333333332
POL,Poland,2007,0.1199938,2.3611112,1.9259259666666664
POL,Poland,2008,0.2195078,2.25,2.2314814999999997
POL,Poland,2009,0.1866172,2.5833333,2.3981481666666666
POL,Poland,2010,0.1504398,2.7777777,2.537037
POL,Poland,2011,0.1654977,2.9444444,2.7685184666666665
POL,Poland,2012,0.2915925,3.0,2.9074073666666664
POL,Poland,2013,0.2262339,2.7222223,2.8888889
POL,Poland,2014,0.2692178,2.8888888,2.8703703666666667
POL,Poland,2015,0.3043693,2.9444444,2.8518518333333334
POL,Poland,2016,0.1852375,2.9444444,2.9259258666666668
POL,Poland,2017,0.2349071,2.8333333,2.9074073666666664
POL,Poland,2018,0.1477861,2.8888888,2.888888833333333
POL,Poland,2019,0.1634616,3.0555556,2.9259258999999997
POL,Poland,2020,0.1535309,3.4166667,3.1203703666666667
POL,Poland,2021,0.1891726,3.4722223,3.314814866666667
PRT,Portugal,1993,0.05142938,0.75,0.7129629466666666
PRT,Portugal,1994,0.01590162,1.1111112,0.8518518733333332
PRT,Portugal,1995,0.02818676,1.1111112,0.9907408000000001
PRT,Portugal,1996,0.03128911,1.1666666,1.1296296666666665
PRT,Portugal,1997,0.02057613,1.361111,1.2129629333333334
PRT,Portugal,1998,0.02840909,1.361111,1.2962962
PRT,Portugal,1999,0.04301355,1.4166666,1.3796295333333335
PRT,Portugal,2000,0.04077994,1.361111,1.3796295333333335
PRT,Portugal,2001,0.07122507,1.3055556,1.3611110666666668
PRT,Portugal,2002,0.05318685,1.3888888,1.3518518000000002
PRT,Portugal,2003,0.03955185,1.4444444,1.3796296000000001
PRT,Portugal,2004,0.03915597,2.2777777,1.7037036333333333
PRT,Portugal,2005,0.07417103,2.2777777,1.9999999333333334
PRT,Portugal,2006,0.07489952,2.6666667,2.4074073666666664
PRT,Portugal,2007,0.08793607,2.6944444,2.546296266666667
PRT,Portugal,2008,0.08896797,2.3611112,2.5740741000000003
PRT,Portugal,2009,0.07977347,2.6944444,2.5833333333333335
PRT,Portugal,2010,0.08792316,2.75,2.601851866666667
PRT,Portugal,2011,0.07391198,2.75,2.7314814666666667
PRT,Portugal,2012,0.07116105,2.9166667,2.805555566666667
PRT,Portugal,2013,0.05721255,2.8055556,2.8240741000000003
PRT,Portugal,2014,0.03592444,2.8055556,2.8425926333333336
PRT,Portugal,2015,0.09130798,2.1111112,2.5740741333333332
PRT,Portugal,2016,0.09589371,2.1666667,2.361111166666667
PRT,Portugal,2017,0.07858211,2.3888888,2.2222222333333335
PRT,Portugal,2018,0.07643022,2.3888888,2.3148147666666667
PRT,Portugal,2019,0.07951621,2.3888888,2.3888888
PRT,Portugal,2020,0.1029465,2.6666667,2.4814814333333337
PRT,Portugal,2021,0.05997292,2.7777777,2.6111110666666666
RUS,Russia,1993,0.423849,0.0,0.0
RUS,Russia,1994,0.5680413,0.055555556,0.018518518666666667
RUS,Russia,1995,0.331609,0.055555556,0.037037037333333335
RUS,Russia,1996,0.6481316,0.055555556,0.055555556
RUS,Russia,1997,0.4183813,0.055555556,0.055555556
RUS,Russia,1998,0.485101,0.55555558,0.22222223066666666
RUS,Russia,1999,0.4904197,0.55555558,0.38888890533333337
RUS,Russia,2000,0.6041121,0.55555558,0.55555558
RUS,Russia,2001,0.5164937,0.55555558,0.55555558
RUS,Russia,2002,0.4080565,0.6111111,0.5740740866666667
RUS,Russia,2003,0.410855,0.6111111,0.5925925933333334
RUS,Russia,2004,0.4031615,0.72222221,0.6481481366666667
RUS,Russia,2005,0.4591891,0.66666669,0.6666666666666666
RUS,Russia,2006,0.4853594,0.66666669,0.6851851966666667
RUS,Russia,2007,0.3998308,0.66666669,0.66666669
RUS,Russia,2008,0.4281226,0.66666669,0.66666669
RUS,Russia,2009,0.4332511,0.66666669,0.66666669
RUS,Russia,2010,0.3767779,0.66666669,0.66666669
RUS,Russia,2011,0.4085861,0.66666669,0.66666669
RUS,Russia,2012,0.3612522,0.66666669,0.66666669
RUS,Russia,2013,0.3351786,0.66666669,0.66666669
RUS,Russia,2014,0.3733869,1.0833334,0.8055555933333333
RUS,Russia,2015,0.2690141,1.0833334,0.9444444966666666
RUS,Russia,2016,0.3005298,1.0833334,1.0833334
RUS,Russia,2017,0.3275767,1.1666666,1.1111111333333332
RUS,Russia,2018,0.3158777,1.1666666,1.1388888666666668
RUS,Russia,2019,0.2723978,1.1666666,1.1666666
RUS,Russia,2020,0.3158581,1.1666666,1.1666666
RUS,Russia,2021,0.2115711,1.1666666,1.1666666
SVK,Slovak Republic,1993,0.0461091,0.3611111,0.3611111
SVK,Slovak Republic,1994,0.007067387,0.3611111,0.3611111
SVK,Slovak Republic,1995,0.05968961,0.3611111,0.3611111
SVK,Slovak Republic,1996,0.02979915,0.3611111,0.3611111
SVK,Slovak Republic,1997,0.03429355,0.3611111,0.3611111
SVK,Slovak Republic,1998,0.02525252,0.3611111,0.3611111
SVK,Slovak Republic,1999,0.02606882,0.3611111,0.3611111
SVK,Slovak Republic,2000,0.02939949,0.3611111,0.3611111
SVK,Slovak Republic,2001,0.03583651,1.1388888,0.6203703333333334
SVK,Slovak Republic,2002,0.00784724,1.1388888,0.8796295666666666
SVK,Slovak Republic,2003,0.04358776,1.4166666,1.2314814
SVK,Slovak Republic,2004,0.04169386,1.4722222,1.3425925333333335
SVK,Slovak Republic,2005,0.02013693,1.4722222,1.4537036666666667
SVK,Slovak Republic,2006,0.02822868,2.0833333,1.6759259
SVK,Slovak Republic,2007,0.03673279,2.1388888,1.8981481
SVK,Slovak Republic,2008,0.0238851,1.8055556,2.0092592333333332
SVK,Slovak Republic,2009,0.02587248,1.8055556,1.9166666666666667
SVK,Slovak Republic,2010,0.04478367,2.4166667,2.0092593
SVK,Slovak Republic,2011,0.05683403,2.3055556,2.1759259666666666
SVK,Slovak Republic,2012,0.03229382,2.6944444,2.4722222333333335
SVK,Slovak Republic,2013,0.03231913,2.5833333,2.5277777666666665
SVK,Slovak Republic,2014,0.03878429,3.1666667,2.8148148
SVK,Slovak Republic,2015,0.05405875,3.0,2.9166666666666665
SVK,Slovak Republic,2016,0.05423929,2.8333333,3.0
SVK,Slovak Republic,2017,0.04329718,3.0555556,2.9629629666666664
SVK,Slovak Republic,2018,0.03630077,2.4166667,2.7685185333333333
SVK,Slovak Republic,2019,0.03180648,2.5555556,2.6759259666666666
SVK,Slovak Republic,2020,0.03086779,2.4444444,2.4722222333333335
SVK,Slovak Republic,2021,0.03756368,2.5,2.5
SVN,Slovenia,1993,0.01418742,0.0,0.0
SVN,Slovenia,1994,0.0530054,0.0,0.0
SVN,Slovenia,1995,0.02984481,0.0,0.0
SVN,Slovenia,1996,0.04022886,0.0,0.0
SVN,Slovenia,1997,0.004115226,0.055555556,0.018518518666666667
SVN,Slovenia,1998,0.02146465,0.055555556,0.037037037333333335
SVN,Slovenia,1999,0.02606882,0.11111111,0.074074074
SVN,Slovenia,2000,0.02465764,0.11111111,0.09259259199999999
SVN,Slovenia,2001,0.02418965,0.52777779,0.25000000333333333
SVN,Slovenia,2002,0.03008109,0.52777779,0.38888889666666665
SVN,Slovenia,2003,0.03148005,0.52777779,0.52777779
SVN,Slovenia,2004,0.02610398,0.52777779,0.52777779
SVN,Slovenia,2005,0.05034233,0.52777779,0.52777779
SVN,Slovenia,2006,0.02740226,2.0277777,1.02777776
SVN,Slovenia,2007,0.01235557,2.0833333,1.5462962633333335
SVN,Slovenia,2008,0.03019033,2.0833333,2.0648147666666667
SVN,Slovenia,2009,0.03329884,2.25,2.1388888666666666
SVN,Slovenia,2010,0.03123751,2.9166667,2.4166666666666665
SVN,Slovenia,2011,0.05043515,2.8611112,2.6759259666666666
SVN,Slovenia,2012,0.04509669,2.8611112,2.8796297
SVN,Slovenia,2013,0.05348046,2.75,2.8240741333333332
SVN,Slovenia,2014,0.04877418,2.9166667,2.8425926333333336
SVN,Slovenia,2015,0.04537778,2.8888888,2.8518518333333334
SVN,Slovenia,2016,0.04888884,2.8888888,2.8981481000000002
SVN,Slovenia,2017,0.04406139,2.9444444,2.9074073333333335
SVN,Slovenia,2018,0.03547418,3.0,2.9444444
SVN,Slovenia,2019,0.04028124,3.0,2.9814814666666667
SVN,Slovenia,2020,0.02618106,3.1666667,3.055555566666667
SVN,Slovenia,2021,0.03192107,3.2222223,3.1296296666666663
SWE,Sweden,1993,1.807122,1.5277778,1.08333334
SWE,Sweden,1994,1.889643,1.361111,1.3055555333333333
SWE,Sweden,1995,1.834627,1.4166666,1.4351851333333334
SWE,Sweden,1996,1.802104,1.25,1.3425925333333335
SWE,Sweden,1997,1.76845,1.3055556,1.3240740666666666
SWE,Sweden,1998,1.721423,1.25,1.2685185333333333
SWE,Sweden,1999,1.441606,1.388889,1.3148148666666666
SWE,Sweden,2000,1.208793,1.3333334,1.3240741333333332
SWE,Sweden,2001,1.04123,2.1666667,1.6296297
SWE,Sweden,2002,1.136978,2.3888888,1.9629629666666668
SWE,Sweden,2003,1.110842,3.0555556,2.5370370333333336
SWE,Sweden,2004,1.034515,3.0833333,2.8425925666666667
SWE,Sweden,2005,0.9069674,3.1388888,3.0925925666666667
SWE,Sweden,2006,0.9653862,3.0833333,3.1018518
SWE,Sweden,2007,0.9201006,3.25,3.1574073666666664
SWE,Sweden,2008,0.912977,3.0833333,3.1388888666666666
SWE,Sweden,2009,0.9291608,3.4166667,3.25
SWE,Sweden,2010,0.9357784,3.6111112,3.3703704
SWE,Sweden,2011,0.8619198,3.6111112,3.5462963666666667
SWE,Sweden,2012,0.898001,3.5,3.5740741333333332
SWE,Sweden,2013,0.9400662,3.3888888,3.5
SWE,Sweden,2014,1.041299,3.4444444,3.4444444
SWE,Sweden,2015,1.014952,3.5555556,3.4629629333333334
SWE,Sweden,2016,1.018896,3.6111112,3.5370370666666666
SWE,Sweden,2017,1.056775,3.6666667,3.611111166666667
SWE,Sweden,2018,0.9708068,3.6111112,3.6296297
SWE,Sweden,2019,0.9732913,3.6666667,3.6481482
SWE,Sweden,2020,0.9918742,3.6111112,3.6296297
SWE,Sweden,2021,0.9232927,3.8333333,3.703703733333333
TUR,Türkiye,1993,0.008867135,0.44444445,0.38888888666666666
TUR,Türkiye,1994,0.003533694,0.44444445,0.38888888666666666
TUR,Türkiye,1995,0.03813503,0.44444445,0.44444445
TUR,Türkiye,1996,0.03575898,0.5,0.46296296666666664
TUR,Türkiye,1997,0.0260631,0.5,0.48148148333333335
TUR,Türkiye,1998,0.04924243,0.5,0.5
TUR,Türkiye,1999,0.01846541,0.5,0.5
TUR,Türkiye,2000,0.03698646,0.5,0.5
TUR,Türkiye,2001,0.05778638,0.77777779,0.5925925966666666
TUR,Türkiye,2002,0.06582963,0.77777779,0.6851851933333334
TUR,Türkiye,2003,0.04439494,0.83333331,0.7962962966666667
TUR,Türkiye,2004,0.09285559,0.83333331,0.8148148033333333
TUR,Türkiye,2005,0.1158257,0.83333331,0.83333331
TUR,Türkiye,2006,0.08738278,0.77777779,0.8148148033333333
TUR,Türkiye,2007,0.1313475,1.6111112,1.0740741
TUR,Türkiye,2008,0.1397432,1.6111112,1.3333333966666665
TUR,Türkiye,2009,0.1374732,1.6388888,1.6203703999999999
TUR,Türkiye,2010,0.1151206,1.6944444,1.6481481333333334
TUR,Türkiye,2011,0.1343988,2.5555556,1.9629629333333334
TUR,Türkiye,2012,0.1160694,2.7777777,2.3425925666666667
TUR,Türkiye,2013,0.1535264,2.3888888,2.5740740333333334
TUR,Türkiye,2014,0.214959,2.5277777,2.5648147333333333
TUR,Türkiye,2015,0.247013,2.5277777,2.4814814000000003
TUR,Türkiye,2016,0.2535545,2.6111112,2.555555533333333
TUR,Türkiye,2017,0.3255169,2.6944444,2.6111111
TUR,Türkiye,2018,0.2402257,2.7777777,2.694444433333333
